date_time,scaled_sales
2013-01-06,0.05272406319553408
2013-01-13,0.017366908896695454
2013-01-20,0.016406510948080932
2013-01-27,0.0
2013-02-03,0.03504531151459939
2013-02-10,0.012034916264852757
2013-02-17,0.02541086257723224
2013-02-24,0.01798027876207342
2013-03-03,0.061362667347347244
2013-03-10,0.05207668335763965
2013-03-17,0.028244959421847293
2013-03-24,0.02560252823448983
2013-03-31,0.0401385991422743
2013-04-07,0.09957997023562459
2013-04-14,0.04162199446990805
2013-04-21,0.04691902282040833
2013-04-28,0.028564661730582197
2013-05-05,0.11955337122278548
2013-05-12,0.04951112232334387
2013-05-19,0.06037582509637168
2013-05-26,0.040193128721111526
2013-06-02,0.08650345903751144
2013-06-09,0.0948227517138498
2013-06-16,0.03993833488973325
2013-06-23,0.05200717405927974
2013-06-30,0.0522157275737134
2013-07-07,0.10162128020489636
2013-07-14,0.031930705234992196
2013-07-21,0.036003963524055216
2013-07-28,0.02913645915513069
2013-08-04,0.09560080463909432
2013-08-11,0.06176488092474014
2013-08-18,0.052599781184512584
2013-08-25,0.04644865389617148
2013-09-01,0.09029731421183573
2013-09-08,0.12365734417442559
2013-09-15,0.059539636107967975
2013-09-22,0.055776114135129784
2013-09-29,0.05148771676328151
2013-10-06,0.13113049110548775
2013-10-13,0.0627552328994514
2013-10-20,0.06739518959354857
2013-10-27,0.04463163349674254
2013-11-03,0.09275466834826296
2013-11-10,0.12636326451142615
2013-11-17,0.09324356588820504
2013-11-24,0.08196595500762605
2013-12-01,0.11252706072740998
2013-12-08,0.17409411638149636
2013-12-15,0.1751810780712461
2013-12-22,0.28850614439465166
2013-12-29,0.2941109241512692
2014-01-05,0.3846052919502149
2014-01-12,0.37679104683491943
2014-01-19,0.3487541830428798
2014-01-26,0.3304578293663894
2014-02-02,0.26468371486710224
2014-02-09,0.13545478991868948
2014-02-16,0.12211619977481142
2014-02-23,0.0998528652250869
2014-03-02,0.20059226884503029
2014-03-09,0.46463519961907246
2014-03-16,0.3586191421169688
2014-03-23,0.36362134370607385
2014-03-30,0.36169267026763224
2014-04-06,0.23788211356807504
2014-04-13,0.11806537746815643
2014-04-20,0.11882668289322235
2014-04-27,0.10359733946662592
2014-05-04,0.17182311021808488
2014-05-11,0.11754333835283587
2014-05-18,0.12473738773917548
2014-05-25,0.09897209852815292
2014-06-01,0.1386780760037855
2014-06-08,0.17826705620558175
2014-06-15,0.11199059526891281
2014-06-22,0.13016232781226816
2014-06-29,0.10326587192606068
2014-07-06,0.434787903801039
2014-07-13,0.34615456169465614
2014-07-20,0.3506143850946049
2014-07-27,0.33091478720039197
2014-08-03,0.2920792680718615
2014-08-10,0.133942107091873
2014-08-17,0.12071835768579936
2014-08-24,0.12161967441292337
2014-08-31,0.14364254147378713
2014-09-07,0.5147229912805675
2014-09-14,0.39235573716507627
2014-09-21,0.39780592701113276
2014-09-28,0.36378966159890064
2014-10-05,0.5006790532735408
2014-10-12,0.4076171690050158
2014-10-19,0.40535644288182765
2014-10-26,0.36826121135025164
2014-11-02,0.3387892362964909
2014-11-09,0.5189489778919851
2014-11-16,0.38098510660071866
2014-11-23,0.38229975796796706
2014-11-30,0.40554520498885754
2014-12-07,0.522682088405455
2014-12-14,0.5122784187143239
2014-12-21,0.612573200343409
2014-12-28,0.6831259160358303
2015-01-04,0.39534824540596597
2015-01-11,0.23808475817575409
2015-01-18,0.18150265098939483
2015-01-25,0.17064028467864173
2015-02-01,0.19262251475700537
2015-02-08,0.21583519029778747
2015-02-15,0.14768672558419288
2015-02-22,0.2248122826829289
2015-03-01,0.20917964132947703
2015-03-08,0.24972532870599967
2015-03-15,0.20343420429664466
2015-03-22,0.19172353187259944
2015-03-29,0.17821872753826856
2015-04-05,0.2592827989758641
2015-04-12,0.22058936139666224
2015-04-19,0.20746120617095415
2015-04-26,0.18848999101357228
2015-05-03,0.25463417845157926
2015-05-10,0.2548426617796313
2015-05-17,0.26343259948457703
2015-05-24,0.24131972450306732
2015-05-31,0.35535488914874275
2015-06-07,0.5620026095645247
2015-06-14,0.4476495223243148
2015-06-21,0.45998364152827204
2015-06-28,0.4506925822869217
2015-07-05,0.5823243848437261
2015-07-12,0.4815907930650935
2015-07-19,0.44512596937363474
2015-07-26,0.4283362112753855
2015-08-02,0.5012417044222002
2015-08-09,0.46221175050004953
2015-08-16,0.5139191024366976
2015-08-23,0.4446512252023513
2015-08-30,0.46400756799201376
2015-09-06,0.6733546076150674
2015-09-13,0.522464462997704
2015-09-20,0.5240336841602862
2015-09-27,0.49468890916966085
2015-10-04,0.643638633657921
2015-10-11,0.5601023426279659
2015-10-18,0.5176737100032835
2015-10-25,0.4835955501733649
2015-11-01,0.418906402531302
2015-11-08,0.6346063259422463
2015-11-15,0.47624828060591934
2015-11-22,0.4883572361712037
2015-11-29,0.478077506976296
2015-12-06,0.6419856824223551
2015-12-13,0.5737228436415427
2015-12-20,0.7110041204431452
2015-12-27,0.8650407193834033
2016-01-03,0.6321415904251844
2016-01-10,0.6490885988255055
2016-01-17,0.5120482378630227
2016-01-24,0.49578077937669324
2016-01-31,0.4964262338010054
2016-02-07,0.5471224123805729
2016-02-14,0.5214313425247481
2016-02-21,0.5195651562259873
2016-02-28,0.48867781011206796
2016-03-06,0.6432190465312786
2016-03-13,0.495290814285367
2016-03-20,0.49227483368200436
2016-03-27,0.4593426764317921
2016-04-03,0.6124486427038509
2016-04-10,0.5491730535293708
2016-04-17,0.5248082786369646
2016-04-24,0.8915003526249807
2016-05-01,0.5772980680918678
2016-05-08,0.6153672470215159
2016-05-15,0.5466829989945989
2016-05-22,0.5200555379252949
2016-05-29,0.4908507277978816
2016-06-05,0.6571267421999043
2016-06-12,0.4777682959188226
2016-06-19,0.49857833694412784
2016-06-26,0.48558653735362917
